codebook,cname,edate,ccode,year,month,coup,confidence,added,coder,cmps,mmdd,Narrative,confirmed,sources,location1,location2,location3,location4,location5,location6,location7,location8,Johnson
,Madagascar,5/28/2004,580,2004,5,0,1,2,jmp,0,0,"Army reservists take hostages, demanding compensation, largely stemming from support provided during earlier political crisis",,,,,,,,,,,
,Madagascar,11/18/2006,580,2006,11,0,0,0,jmp,0,1,Potential mutiny over poor pay involving General Fidy; alleged coup attempt,,MMDD,,,,,,,,,
,Madagascar,3/8/2009,580,2009,3,1,1,1,cmps,1,1,"Soldiers in Antananarivo mutinied, blocking roads in the Soanierana district. The soldiers claimed they were no longer taking orders from the government and would not fire on civilians, in a reference to crackdowns on recent protests. 2 days into the mutiny, the Army chief of staff issued an ultimatum to the government stating they would take control if political leaders did not resolve the crisis (protests). Eventually soldiers seized the presidential palace and removed the president in a coup.",,"1. Mutiny in Madagascar military base: soldiers. Agence France Presse. March 8 2009. LN. 2. Mutiny in Madagascar military camp: soldiers. Agence France Presse. March 8 2009. LN. 3. Section of Malagasy army reportedly mutinies. BBC Monitoring Africa. March 8 2009. LN. 4. Head of Malagasy presidential guard denies rumours of mutiny. BBC Monitoring Africa. March 8 2009. LN. 5. Roundup: Madagascar troops stage ""mutiny,"" reports say. Deutsche Presse-Agentur. March 8 2009. LN. 6. Madagascar soldiers refuse to obey orders to repress opposition. Xinhua General News Service. March 8 2009. LN. 7. Soldiers, fearing attack, block road in Madagascar. Associated Press International. March 8 2009. LN. 8. Call for Madagascaar forces to defy protest orders. Agence France Presse. March 9 2009. LN. 9. Malagasy defence minister urger armed forces to remain united. BBC Monitoring Africa. March 9 2009. LN. 10. World - Mutinous sodliers to side with Madagascar opposition. Morning Star. March 9 2009. LN. 11. Mutiny breaks out at military camp. National Post. March 9 2009. LN. 12. Crackdown leads to military mutiny. The Vancouver Sun. March 9 2009. LN. 13. Madagascan presidential guards deny rumors on attack against barracks. Xinhua General News. March 9 2009. LN. 14. Roundup: Madagascan police chief calls for unity. Xinhua General News Service. March 9 2009. LN. 15. Asia-Pacific Soldiers Mutiny. The Advertiser. March 10 2009. LN. 16. Madagascar; Army threatens to intervene. Africa News. March 10 2009. LN. 17. Military rule looms in Madagascar after army ultimatum. Agence France Presse. March 10 2009. LN. 18. Madagascar army imposes 72-hour deadline to end crisis. Agence France Presse. MArch 10 2009. LN. 19. Madagascar's defense minister resigns. Agence France Presse. March 10 2009. LN. 20. Madagascar threatens action against rebel soldiers. Defence Web. March 10 2009. LN. 21. Mutinous Madagascar soldiers continue to defy embattled president. Deutsche Presse-Agentur. March 10 2009. LN. 22. Madagascar crisis intensifies after mutiny by soldiers sympathetic to protesters. New York Times. March 10 2009. LN. 23. Madagascar's defence minister resigns. Associated Press International. March 10 2009. LN. 24. Madagascar mutineers say they are deploying tanks. March 13 2009. LN. 25. Dissident soldiers deny opposition ties as Madagascar crisis drags on. The Irish Times. MArch 14 2009. LN. 26.","Antananarivo, Madagascar",,,,,,,,
,Madagascar,5/20/2010,580,2010,5,0,1,2,jmp,0,1,Mutiny by elite police force protesting treatment by commanders leads to deadly confrontation with the army,,MMDD,,,,,,,,,
,Madagascar,7/22/2012,580,2012,7,0,1,1,cmps,1,1,Troops mutinied near the main airport at Ivato military base for several hours. A negotiatior sent in to talk with the mutineers was killed. Reports speculate that the mutiny was an attempt spoil political negotiations (aimed at disrupting the meeting between Andry Rajoelina and Marc Ravalomanana).,,"1. Madagascar; troops mutiny ahead of political summit. Africa News. July 22 2012. LN. 2. New gunfire outside military base near Madagascar airport. Agence France Presse. July 22 2012. LN. 3. Madagascar troops mutiny near main airport: minister. Agence France Presse. July 22 2012. LN. 4. Madagascar military quells soldiers' mutiny. The Associated Press. July 22 2012. LN. 5. Soldiers mutiny at Madagascar army base. CNN Wire. July 22 2012. LN. 6. Madagascar military battles renegade soldiers. States News Service. July 22 2012. LN. 7. Roundup: Three shot dead, four wounded during mutiny at Madagascar's military barrack. Xinhua General News Service. July 22 2012. LN. 8. 2nd LD mutiny occurs in Malagasy military camp near airport. Xinhua General News Service. July 22 2012. LN. 9. Army storms barracks after mutiny. Business Monitor Online. July 23 2012. LN. 10. Soldiers shoot army officer in mutiny at barracks; Panorama around the world in 10 stories Madagascar. i-Independent Print Ltsd. July 23 2012. LN. 11. Madagascar; army storms military camp, quashes mutinous troops. Ottowa Citizen. July 23 2012. LN. 12. Army halts mutiny, kills rebel leader. The Star Phoenix. July 23 2012. LN. 13. Soldiers revolting. The Sun (England). July 23 2012. LN. 14. Madagascar gov't to probe supporters behind mutiny: Defense Minister. Xinhua General News Service. July 23 2012. LN. 15. Madagascar; opposition radio suspends broadcasts after mutiny at military base. Africa News. July 24 2012. LN. 16. Army seize military barracks to supress rebellion. Business Monitor Online. July 24 2012. LN. 17. Madagascar soldiers were paid to mutiny: General. Agence France Presse. July 25 2012. LN.","Antananarivo, Madagascar",,,,,,,,
,Madagascar,11/17/2014,580,2014,11,0,0,0,jmp,0,0,"Possible police mutiny; appears to be the result of protesters attacking the police and police setting up a barricade, leading to the army's involvement",,,,,,,,,,,
,Madagascar,10/11/2025,580,2026,10,1,1,2,jmp,0,0,"CAPSAT unit mutinies, appoints General Pikulas as new head",,"Antananarivo, Madagascar",,,,,,,,,
,Comoros Islands,8/27/2001,581,2001,8,0,1,1,cmps,1,1,About 20 soldiers of the presidential guard fired in the air and took control of the radio station and a port in Mutsamudu. The mutineers were protesting the promotion of Commander Mohamed Abu Bakar and demanding promotions and recognition. The mutiny was put down by loyalist troops.,,1. Coup attempted in Comoros Islands. Associated Press Online. August 27 2001. LN. 2. Soldiers attempt second coup this month on breakaway island in Comoros. Associated Press. August 27 2001. LN. 3. Troops foil another coup attempt on breakaway island in the Comoros. The Canadian Press. August 27 2001. LN.,"Mutsamudu, Anjouan (Comoros Islands)",,,,,,,,
,Comoros Islands,2/#/1981,581,1981,2,0,1,2,jmp,0,0,Army mutiny crushed by presidential guard,,,,,,,,,,,
,Seychelles,8/17/1982,591,1982,8,0,1,1,cmps,1,1,"Soldiers took over a radio station and seized hostages In Victoria, stating they had no qualms with the president but wanted unnamed senior officers and defense chiefs dismissed. They threatened to kill the hostages and the mutiny was quickly put down by loyalist forces.",,1. Mutiny in Seychelles. The Xinhua General Overseas News. August 17 1982. LN. 2. No headline in original. United Press International. August 17 1982. LN. 3. Accounts of soldiers' mutiny in the Seychelles. BBC Summary of World Broadcasts. August 18 1982. LN. 4. Seychelles rebellion is reported quelled. The New York Times. August 19 1982. LN. 5. No headline in original. United Press International. August 17 1982. LN. 6. President of Seychelles orders mutineers to surrendur. The Xinhua General Overseas News. August 18 1982. LN. 7. Soldiers rebel in Seychelles. The Washington Post. August 18 1982. LN. 8. Army mutineers threaten to kill 239 hostages. United Press International. August 17 1982. LN. 9. Government puts down military mutiny. The Associated Press. August 18 1982. LN. 10. Say mutineers threaten to kill 239 hostages. The Associated Press. August 17 1982. LN. 11.,"Victoria, Seychelles",,,,,,,,
,Algeria,4/2/1995,615,1995,4,0,1,2,jmp,0,1,rebllion among young conscripts put down,,,,,,,,,,,
,Libya,8/7/1980,620,1980,8,0,1,1,cmps,1,,Hundreds of soldiers stationed in Tobruk mutinied and up to 400 were killed or wounded in a government response.,,1. Libya denies report of military revolt: Diplomats speak of 'disturbances' in the air force at Tobruk and say no one was killed. The New York Times. August 19 1980. PROQ. 2. Libya denies reports of mutiny by army unit. The Washington Post. August 19 1980. Google. Available from: https://www.washingtonpost.com/archive/politics/1980/08/19/libya-denies-reports-of-mutiny-by-army-unit/42a4e9af-b33b-4630-8af1-fef663aaf861/,"Tobruk, Libya",,,,,,,,
,Libya,8/31/1985,620,1985,8,0,1,2,jmp,0,1,Mutiny over invasion or or coup attempt?,,,,,,,,,,,
,LIbya,5/15/1986,620,1986,5,0,1,2,jmp,0,1,Mutiny over US strikes?,,MMDD,,,,,,,,,
,Libya,10/7/1993,620,1993,10,1,1,2,jmp,0,1,Mutiny in Zawiyah and other barracks prior to coup attempt. NYT reports Warfallah plot that including instigating uprisings prior to executing the coup,,MMDD,,,,,,,,,
,Libya,4/11/2011,620,2011,4,0,0,0,jmp,0,1,review rebelllion,need more details,MMDD,,,,,,,,,
,Libya,1/5/2012,620,2012,1,0,1,1,cmps,1,0,"Hundreds of armed, uniformed soldiers in Benghazi mutinied, protesting around the central bank to demand overdue wages and protest the takeover of their bases by militia groups. They also stated they did not wish to join the new national army",,"1. Soldiers protest over unpaid salaries. Business Monitor Online. January 6 2012. LN. 2. Libyan soldiers demand salaries, complain about militias. Defence Web. January 6 2012. LN. 3. Libyan revolt. The Middle East Reporter (MER). January 6 2012. LN. 4. Troop protest calls for militia clampdown. Morning Star. January 6 2012. LN. 5. Soldiers in Libya protest in effort to get back pay. The Washington Post. January 6 2012. LN.","Benghazi, Libya",,,,,,,,
,Sudan,3/4/1959,625,1959,3,0,1,2,jmp,0,0,Provincial commanders are reshuffled and General Ahmad Abd al-Wahab removed after marching on Khartoum ,,,"Khartoum, Sudan",,,,,,,,
,Sudan,10/30/1965,625,1965,10,0,1,1,cmps,1,0,"Officers at Juba garrison staged a mutiny in protest against the handling of the separatist rebellion in the south. After receiving complaints from the officers, the army commander and staff traveled to the garrison where they were held hostage",,1. Officers' mutiny in Sudan is bared: 60 in south protested way of handling rebellion. New York Times. December 12 1965. PROQ.,"Juba, Sudan",,,,,,,,
,Sudan,12/12/1965,625,1965,12,0,1,2,jmp,0,1,Dozens of officers mutiny in response to concerns with government response to southern rebellion,,,,,,,,,,,
,Sudan,3/2/1975,625,1975,3,0,1,2,jmp,0,0,10 soldiers sentenced to death following mutiny at Akobo,,,"Akobo, Sudan",,,,,,,,
,Sudan,2/2/1977,625,1977,2,?,0,0,jmp,0,0,"Air force members attempt to seize the Juba airport, reportedly in an effort to split the south from Sudan",,,"Juba, Sudan",,,,,,,,
,Sudan,3/15/1983,625,1983,3,0,0,0,jmp,0,1,mmdd,Need clearer details; what I see is close to the May 15 event,,,,,,,,,,
,Sudan,5/15/1983,625,1983,5,0,1,1,cmps,1,0,A company In Pibor began a mutiny when they refused orders from their commanding officer to move north. The mutiny spread to Bor and Vachala.,,"1. Sudan arrested 800 in mutiny. United Press International. June 5 1983. LN. 2. Sudan puts down army mutiny. The Washington Post. May 19 1983. LN. 3. Sudan reports failed army mutiny. The Associated Press. May 18 1983. LN. 4. Foreign news briefs. United Press International. May 20 1983. LN. 5. Rebellion in Sudan crushed. The Xinhua General Overseas News. May 23 1983. LN. 6. Nimeiri begins third term, says southern mutiny crushed. The Associated Press. May 24 1983. LN. 7. Sudan arrested 800 in mutiny. United Press International. June 5 1983. LN. 8. Reports 70 rebels killed in army mutiny. The Associated Press. May 20 1983. LN. 9. Sudan army puts down southern mutiny. Financial Times. May 19 1983. LN. 10. No headline in original. United Press International. May 18 1983. LN. 11. Sudan crushes foreign-equipped mutineers. United Press International. May 18 1983. LN. 12. Sudanese army smahes attempted mutiny. United Press International. May 19 1983. LN. 13. Sudanese army puts down rebellion. The Associated Press. May 18 1983. LN. 14. Sudanese information minister on the recent mutiny. BBC Summary of World Broadcasts. May 25 1983. LN.","Pibor, Sudan","Bor, Sudan","Vachala, Sudan",,,,,,
,Sudan,9/25/1985,625,1985,9,0,1,2,jmp,0,1,At least four soldiers are killed after a mutiny is staged in Omdurman and Kartoum north,,1. Daly Nation,"Omdurman, Sudan","Khartoum (North), Sudan",,,,,,,
,Sudan,3/19/1986,625,1986,3,0,1,2,jmp,0,1,"Soldiers mutiny against orders to transfer, take control of Juba airport.",,MMDD,,,,,,,,,
,Sudan,8/21/1996,625,1996,8,0,1,2,jmp,0,1,Soldiers refuse orders to move to eastern border,,MMDD,,,,,,,,,
,Sudan,6/12/1998,625,1998,6,0,0,0,jmp,0,1,Students in training program defect,,,,,,,,,,,
,Sudan,6/3/1999,625,1999,6,0,1,2,jmp,0,1,Soldiers mutiny after failing to recapture Togan,,MMDD,,,,,,,,,
,Sudan,12/16/2006,625,2006,12,0,1,2,jmp,0,1,Soldiers mutiny in Juba (non-state?,,,,,,,,,,,
,Sudan,2/4/2011,625,2011,2,0,1,2,jmp,0,1,"Just before partition, soldiers mutiny in Makalal",,MMDD,"Makalal, Sudan",,,,,,,,
,Sudan,4/21/2013,625,2013,4,0,1,2,jmp,0,1,Central Reserve Police forces mutiny,,MMDD,"El Geneina, Sudan",,,,,,,,
,Sudan,12/1/2015,625,2015,12,0,1,2,jmp,0,1,"Mutiny (and defection?) of forces in Makya, Disa and Dondero",,MMDD,"Makja, Sudan","Disa, Sudan","Dondero, Sudan",,,,,,
,Sudan,1/7/2020,625,2020,1,0,1,2,jmp,0,0,"The Operations Corps of the General Intellence Service mutiny, allegedly over proposed severance packages",,1. Sudan's military shut down a mutiny - Washington Post,"Khartoum, Sudan",,,,,,,,
,Sudan,11//1989,625,1989,11,0,1,2,jmp,0,0,Soldiers in Blue Nile Province mutiny after being ordered to recapture Kurmuk.,,1. Daily Nation,Blue Nile Province,,,,,,,,
,Sudan,12//1976,625,1976,12,0,0,0,jmp,0,0,"Soldiers led by Captain Alfred Agwait, frustrated by promotion complaints, killan army officer and a police officer before deserting.",,,,,,,,,,,
,Sudan,2/#/1982,625,1982,2,0,0,0,jmp,0,0,Black soldiers in Bor revolt against their pending replacement by Muslim soldiers; unclear details,"Actions, status",1. Malaise in Sudan - Le Monde,"Bor, Sudan",,,,,,,,
,Sudan,9//1988,625,1988,9,0,1,2,jmp,0,0,"Soldiers based in Juba mutiny, refusing orders to march to Torit.",,1. Daily Nation - Sudan Conflict,"Juba, Sudan",,,,,,,,
,South Sudan,12/16/2013,626,2013,12,0,0,0,jmp,0,1,Interforce fighting betwen Machar and Kiir loyalists/quasi-coup attempted by non-state forces,,,,,,,,,,,
